Gene stable ID	Transcript stable ID	Protein stable ID	Gene description	Gene name	NCBI gene (formerly Entrezgene) ID	Gene type
FBgn0263234	FBtr0080334	FBpp0079916	-	Phae1	34637	protein_coding
FBgn0263234	FBtr0345717	FBpp0311760	-	Phae1	34637	protein_coding
FBgn0010040	FBtr0082571	FBpp0082043	-	GstD4	48337	protein_coding
FBgn0266729	FBtr0345225	-	-	asRNA:CR45202	-	ncRNA
FBgn0031542	FBtr0077568	FBpp0077257	-	CG15414	33570	protein_coding
FBgn0265743	FBtr0340700	-	-	lncRNA:CR44550	-	ncRNA
FBgn0030833	FBtr0339780	FBpp0308827	-	CG8915	32715	protein_coding
FBgn0030833	FBtr0074447	FBpp0074221	-	CG8915	32715	protein_coding
FBgn0262994	FBtr0306837	-	-	lncRNA:CR43302	-	ncRNA
FBgn0262994	FBtr0306836	-	-	lncRNA:CR43302	-	ncRNA
FBgn0263774	FBtr0345942	FBpp0311856	-	CG43691	14462585	protein_coding
FBgn0263774	FBtr0310562	FBpp0302699	-	CG43691	14462585	protein_coding
FBgn0267127	FBtr0346223	-	-	lncRNA:CR45567	-	ncRNA
FBgn0038123	FBtr0082783	FBpp0082251	-	CG8508	41620	protein_coding
FBgn0033486	FBtr0304926	FBpp0293465	-	dmpd	36061	protein_coding
FBgn0033486	FBtr0088423	FBpp0087509	-	dmpd	36061	protein_coding
FBgn0037127	FBtr0332768	FBpp0305005	-	CG14566	40421	protein_coding
FBgn0037127	FBtr0078453	FBpp0078107	-	CG14566	40421	protein_coding
FBgn0083972	FBtr0110944	FBpp0110244	-	CG34136	4379892	protein_coding
FBgn0031975	FBtr0079534	FBpp0079156	-	Tg	34093	protein_coding
FBgn0031975	FBtr0079533	FBpp0079155	-	Tg	34093	protein_coding
FBgn0033627	FBtr0088128	FBpp0087229	-	CG13204	36227	protein_coding
FBgn0033627	FBtr0088129	FBpp0087230	-	CG13204	36227	protein_coding
FBgn0265644	FBtr0340510	-	-	lncRNA:CR44451	-	ncRNA
FBgn0053394	FBtr0086386	-	-	5SrRNA:CR33394	-	rRNA
FBgn0053099	FBtr0084288	FBpp0083681	-	CG33099	326254	protein_coding
FBgn0267867	FBtr0347425	-	-	CR46155	-	pseudogene
FBgn0266570	FBtr0340200	FBpp0309175	-	NO66	31374	protein_coding
FBgn0266570	FBtr0070648	FBpp0070616	-	NO66	31374	protein_coding
FBgn0260398	FBtr0339298	FBpp0308407	-	Pbp49	35787	protein_coding
FBgn0260398	FBtr0300659	FBpp0289883	-	Pbp49	35787	protein_coding
FBgn0260398	FBtr0300658	FBpp0289882	-	Pbp49	35787	protein_coding
FBgn0030931	FBtr0074592	FBpp0074364	-	Xrcc2	32837	protein_coding
FBgn0033047	FBtr0085966	FBpp0085319	-	CG7882	35520	protein_coding
FBgn0033047	FBtr0335266	FBpp0307247	-	CG7882	35520	protein_coding
FBgn0015585	FBtr0346805	FBpp0312380	-	Acp63F	38448	protein_coding
FBgn0015585	FBtr0073182	FBpp0073038	-	Acp63F	38448	protein_coding
FBgn0264271	FBtr0331391	-	-	lncRNA:CR43771	-	ncRNA
FBgn0035138	FBtr0072568	FBpp0072467	-	CG13884	38064	protein_coding
FBgn0267123	FBtr0346218	-	-	lncRNA:CR45563	-	ncRNA
FBgn0261704	FBtr0344522	FBpp0310873	-	CG42740	10178837	protein_coding
FBgn0261704	FBtr0303202	FBpp0292300	-	CG42740	10178837	protein_coding
FBgn0261704	FBtr0303201	FBpp0292299	-	CG42740	10178837	protein_coding
FBgn0032335	FBtr0080193	FBpp0079782	-	CG14915	34536	protein_coding
FBgn0034976	FBtr0072285	FBpp0072192	-	CG4049	37860	protein_coding
FBgn0029645	FBtr0070555	FBpp0070530	-	CG14422	31286	protein_coding
FBgn0263662	FBtr0310107	-	-	lncRNA:CR43653	-	ncRNA
FBgn0035947	FBtr0076517	FBpp0076244	-	Srp68	39028	protein_coding
FBgn0051789	FBtr0343827	FBpp0310377	-	CG31789	318943	protein_coding
FBgn0051789	FBtr0081071	FBpp0080621	-	CG31789	318943	protein_coding
FBgn0051789	FBtr0343828	FBpp0310378	-	CG31789	318943	protein_coding
FBgn0036585	FBtr0303379	FBpp0292441	-	CG13071	39781	protein_coding
FBgn0263326	FBtr0342757	FBpp0309615	-	CG43407	12797938	protein_coding
FBgn0263326	FBtr0308782	FBpp0300939	-	CG43407	12797938	protein_coding
FBgn0284232	FBtr0452132	FBpp0402883	-	CG46316	30522405	protein_coding
FBgn0011742	FBtr0074295	FBpp0074070	-	Arp2	32623	protein_coding
FBgn0011742	FBtr0112868	FBpp0111781	-	Arp2	32623	protein_coding
FBgn0011742	FBtr0310673	FBpp0302793	-	Arp2	32623	protein_coding
FBgn0037021	FBtr0078277	FBpp0077935	-	CG11399	40295	protein_coding
FBgn0027342	FBtr0071018	FBpp0070977	-	fz4	31659	protein_coding
FBgn0027342	FBtr0071017	FBpp0070976	-	fz4	31659	protein_coding
FBgn0000092	FBtr0070504	FBpp0070480	-	CG2650	31252	protein_coding
FBgn0039190	FBtr0084627	FBpp0084011	-	CG5762	42907	protein_coding
FBgn0264364	FBtr0332229	FBpp0304529	-	CG43816	14462783	protein_coding
FBgn0264364	FBtr0332230	FBpp0304530	-	CG43816	14462783	protein_coding
FBgn0051845	FBtr0307578	-	-	asRNA:CR31845	-	ncRNA
FBgn0000562	FBtr0114586	FBpp0113078	-	egl	37757	protein_coding
FBgn0000562	FBtr0343272	FBpp0309937	-	egl	37757	protein_coding
FBgn0029859	FBtr0070926	FBpp0070887	-	CG15892	3772603	protein_coding
FBgn0262822	FBtr0347238	-	-	lncRNA:CR43193	-	ncRNA
FBgn0034312	FBtr0332853	FBpp0305076	-	CG10916	37081	protein_coding
FBgn0034312	FBtr0086749	FBpp0085928	-	CG10916	37081	protein_coding
FBgn0266446	FBtr0344441	FBpp0310813	-	CG45076	19834760	protein_coding
FBgn0266446	FBtr0344440	FBpp0310812	-	CG45076	19834760	protein_coding
FBgn0266446	FBtr0344443	FBpp0310815	-	CG45076	19834760	protein_coding
FBgn0266446	FBtr0344442	FBpp0310814	-	CG45076	19834760	protein_coding
FBgn0023479	FBtr0076527	FBpp0076254	-	teq	39048	protein_coding
FBgn0023479	FBtr0344980	FBpp0311235	-	teq	39048	protein_coding
FBgn0023479	FBtr0344981	FBpp0311236	-	teq	39048	protein_coding
FBgn0023479	FBtr0076525	FBpp0076252	-	teq	39048	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	318855	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	3772148	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	3772351	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	3772541	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	3772505	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	3771783	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	3772565	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	3771774	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	3771785	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	3772282	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	3772448	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	3772360	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	3772447	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	3772345	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	3772632	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	3772278	protein_coding
FBgn0053814	FBtr0091818	FBpp0091060	-	His2A:CG33814	3772618	protein_coding
FBgn0002930	FBtr0089052	FBpp0088123	-	nec	45908	protein_coding
FBgn0030850	FBtr0074487	FBpp0074261	-	stas	32737	protein_coding
FBgn0030850	FBtr0290036	FBpp0288475	-	stas	32737	protein_coding
FBgn0264353	FBtr0332035	-	-	asRNA:CR43809	-	ncRNA
FBgn0016687	FBtr0305985	FBpp0297127	-	Nurf-38	37922	protein_coding
FBgn0016687	FBtr0072343	FBpp0072250	-	Nurf-38	37922	protein_coding
FBgn0016687	FBtr0273253	FBpp0271761	-	Nurf-38	37922	protein_coding
FBgn0085249	FBtr0112413	FBpp0111328	-	CG34220	5740467	protein_coding
FBgn0000084	FBtr0301931	FBpp0291143	-	AnxB10	33019	protein_coding
FBgn0000084	FBtr0070025	FBpp0070024	-	AnxB10	33019	protein_coding
FBgn0033389	FBtr0301527	FBpp0290742	-	Rad51D	35937	protein_coding
FBgn0051357	FBtr0084735	FBpp0084110	-	CG31357	326135	protein_coding
FBgn0053126	FBtr0077942	FBpp0077607	-	NLaz	33324	protein_coding
FBgn0053126	FBtr0343844	FBpp0310390	-	NLaz	33324	protein_coding
FBgn0053126	FBtr0329947	FBpp0302979	-	NLaz	33324	protein_coding
FBgn0004396	FBtr0075557	FBpp0075311	-	CrebA	39682	protein_coding
FBgn0004396	FBtr0075558	FBpp0089339	-	CrebA	39682	protein_coding
FBgn0033520	FBtr0088261	FBpp0087356	-	Prx2540-1	246663	protein_coding
FBgn0011211	FBtr0071883	FBpp0071794	-	blw	37617	protein_coding
FBgn0039816	FBtr0085741	FBpp0085103	-	CG11317	43676	protein_coding
FBgn0039816	FBtr0334547	FBpp0306614	-	CG11317	43676	protein_coding
FBgn0035173	FBtr0345005	FBpp0311256	-	CG13907	38104	protein_coding
FBgn0035173	FBtr0072593	FBpp0072490	-	CG13907	38104	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3771729	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	318847	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3771959	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772370	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772032	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772607	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772517	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772173	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772374	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3771792	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772149	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772163	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772619	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772198	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772191	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772421	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3771723	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772552	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772189	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3771771	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772489	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772231	protein_coding
FBgn0053821	FBtr0091825	FBpp0091067	-	His3:CG33821	3772518	protein_coding
FBgn0085305	FBtr0332436	FBpp0304709	-	CG34276	41934	protein_coding
FBgn0085305	FBtr0112471	FBpp0111385	-	CG34276	41934	protein_coding
FBgn0012026	FBtr0081886	-	-	tRNA:Tyr-GTA-1-6	-	tRNA
FBgn0052113	FBtr0273390	FBpp0271898	-	Vps13D	39448	protein_coding
FBgn0033000	FBtr0345361	FBpp0311516	-	CG14464	3355132	protein_coding
FBgn0033000	FBtr0299923	FBpp0289201	-	CG14464	3355132	protein_coding
FBgn0039150	FBtr0300705	FBpp0289929	-	CG13605	42858	protein_coding
FBgn0262216	FBtr0304268	-	-	mir-974	-	pre_miRNA
FBgn0250817	FBtr0100850	-	-	lncRNA:CR40465	-	ncRNA
FBgn0033155	FBtr0345370	FBpp0311524	-	Br140	35648	protein_coding
FBgn0033155	FBtr0089021	FBpp0088092	-	Br140	35648	protein_coding
FBgn0027491	FBtr0331670	FBpp0304060	-	Cdk5alpha	34385	protein_coding
FBgn0027491	FBtr0080063	FBpp0079652	-	Cdk5alpha	34385	protein_coding
FBgn0033757	FBtr0333103	FBpp0305316	-	muskelin	36386	protein_coding
FBgn0033757	FBtr0087886	FBpp0086999	-	muskelin	36386	protein_coding
FBgn0033757	FBtr0087885	FBpp0086998	-	muskelin	36386	protein_coding
FBgn0010620	FBtr0086909	FBpp0086065	-	CG10939	44155	protein_coding
FBgn0030357	FBtr0302182	FBpp0291392	-	Sclp	32156	protein_coding
FBgn0030357	FBtr0331748	FBpp0304137	-	Sclp	32156	protein_coding
FBgn0030357	FBtr0073591	FBpp0073430	-	Sclp	32156	protein_coding
FBgn0052406	FBtr0077037	FBpp0076745	-	PVRAP	38677	protein_coding
FBgn0034137	FBtr0340062	FBpp0309068	-	CG4945	36850	protein_coding
FBgn0034137	FBtr0087099	FBpp0086246	-	CG4945	36850	protein_coding
FBgn0034137	FBtr0087098	FBpp0086245	-	CG4945	36850	protein_coding
FBgn0034137	FBtr0087100	FBpp0086247	-	CG4945	36850	protein_coding
FBgn0010333	FBtr0331868	FBpp0304252	-	Rac1	38146	protein_coding
FBgn0010333	FBtr0072730	FBpp0072614	-	Rac1	38146	protein_coding
FBgn0284249	FBtr0330252	FBpp0303284	-	Adf1	47082	protein_coding
FBgn0284249	FBtr0086111	FBpp0085446	-	Adf1	47082	protein_coding
FBgn0284249	FBtr0086112	FBpp0085447	-	Adf1	47082	protein_coding
FBgn0284249	FBtr0086113	FBpp0089262	-	Adf1	47082	protein_coding
FBgn0267628	FBtr0347079	-	-	lncRNA:CR45966	-	ncRNA
FBgn0027550	FBtr0080114	FBpp0079703	-	CG6495	34486	protein_coding
FBgn0040365	FBtr0070180	FBpp0070173	-	CG14628	31057	protein_coding
FBgn0085243	FBtr0112407	FBpp0111322	-	CG34214	5740774	protein_coding
FBgn0261799	FBtr0075409	FBpp0075167	-	dsx-c73A	39831	protein_coding
FBgn0037009	FBtr0078209	FBpp0077867	-	CG5104	40280	protein_coding
FBgn0267254	FBtr0346470	FBpp0312119	-	CG45690	19836101	protein_coding
FBgn0039856	FBtr0085798	FBpp0085159	-	CG1774	43722	protein_coding
FBgn0039856	FBtr0344003	FBpp0310455	-	CG1774	43722	protein_coding
FBgn0038102	FBtr0082724	FBpp0082192	-	CG14383	41593	protein_coding
FBgn0015230	FBtr0083340	FBpp0082790	-	Glut3	42036	protein_coding
FBgn0003210	FBtr0343568	FBpp0310168	-	rb	31381	protein_coding
FBgn0003210	FBtr0332290	FBpp0304569	-	rb	31381	protein_coding
FBgn0003210	FBtr0070702	FBpp0070670	-	rb	31381	protein_coding
FBgn0038566	FBtr0083541	FBpp0082965	-	CG14317	42161	protein_coding
FBgn0031069	FBtr0335155	FBpp0307154	-	Pmp70	32992	protein_coding
FBgn0031069	FBtr0074795	FBpp0074564	-	Pmp70	32992	protein_coding
FBgn0031069	FBtr0335157	FBpp0307156	-	Pmp70	32992	protein_coding
FBgn0031069	FBtr0335156	FBpp0307155	-	Pmp70	32992	protein_coding
FBgn0041627	FBtr0080763	FBpp0080322	-	Ku80	34930	protein_coding
FBgn0263471	FBtr0309770	-	-	scaRNA:MeU2-48	-	snoRNA
FBgn0259967	FBtr0300312	FBpp0289540	-	Sfp53D	8673983	protein_coding
FBgn0259967	FBtr0345495	FBpp0311606	-	Sfp53D	8673983	protein_coding
FBgn0053358	FBtr0086350	-	-	5SrRNA:CR33358	-	rRNA
FBgn0262266	FBtr0304371	-	-	mir-980	-	pre_miRNA
FBgn0261294	FBtr0091928	FBpp0091163	-	CheB74a	3772073	protein_coding
FBgn0038300	FBtr0083048	FBpp0082507	-	Mau2	41830	protein_coding
FBgn0030563	FBtr0073919	FBpp0073736	-	betaNACtes2	32386	protein_coding
FBgn0013695	FBtr0100878	-	-	mt:tRNA:His-GTG	-	tRNA
FBgn0035600	FBtr0077144	FBpp0076848	-	Cyt-c1	38612	protein_coding
FBgn0035600	FBtr0306086	FBpp0297223	-	Cyt-c1	38612	protein_coding
FBgn0266403	FBtr0344345	-	-	lncRNA:CR45043	-	ncRNA
FBgn0019972	FBtr0085482	FBpp0084848	-	Drice	43514	protein_coding
FBgn0083022	FBtr0113550	-	-	snoRNA:Psi18S-640e	-	snoRNA
FBgn0029950	FBtr0071057	FBpp0071015	-	CG9657	31674	protein_coding
FBgn0029950	FBtr0345910	FBpp0311830	-	CG9657	31674	protein_coding
FBgn0028871	FBtr0080633	FBpp0080206	-	Cpr35B	34846	protein_coding
FBgn0264989	FBtr0335467	FBpp0307444	-	CG44140	14462774	protein_coding
FBgn0264989	FBtr0335467	FBpp0307444	-	CG44140	14462776	protein_coding
FBgn0053229	FBtr0072499	FBpp0072401	-	CG33229	2768996	protein_coding
FBgn0053229	FBtr0345592	FBpp0311661	-	CG33229	2768996	protein_coding
FBgn0034000	FBtr0087366	FBpp0086498	-	CG11808	36687	protein_coding
FBgn0038839	FBtr0083986	FBpp0083390	-	Ktl	42475	protein_coding
FBgn0038839	FBtr0347575	FBpp0312606	-	Ktl	42475	protein_coding
FBgn0266787	FBtr0345420	-	-	lncRNA:CR45252	-	ncRNA
FBgn0041191	FBtr0078694	FBpp0078343	-	Rheb	117332	protein_coding
FBgn0041191	FBtr0078693	FBpp0078342	-	Rheb	117332	protein_coding
FBgn0031844	FBtr0333517	FBpp0305697	-	CG13771	33933	protein_coding
FBgn0031844	FBtr0079323	FBpp0078952	-	CG13771	33933	protein_coding
FBgn0267967	FBtr0074485	FBpp0074259	-	corolla	32739	protein_coding
FBgn0267967	FBtr0340624	FBpp0309488	-	corolla	32739	protein_coding
FBgn0005696	FBtr0114543	FBpp0113035	-	DNApol-alpha73	43278	protein_coding
FBgn0034416	FBtr0299568	FBpp0288843	-	CG15109	37195	protein_coding
FBgn0034416	FBtr0100137	FBpp0099483	-	CG15109	37195	protein_coding
FBgn0034416	FBtr0086574	FBpp0085758	-	CG15109	37195	protein_coding
FBgn0031110	FBtr0077302	FBpp0076994	-	Obp19b	33038	protein_coding
FBgn0039915	FBtr0089971	FBpp0088909	-	Gat	43805	protein_coding
FBgn0039915	FBtr0089972	FBpp0088910	-	Gat	43805	protein_coding
FBgn0039025	FBtr0084311	FBpp0083704	-	Usp12-46	42702	protein_coding
FBgn0267264	FBtr0346479	-	-	lncRNA:CR45700	-	ncRNA
FBgn0000251	FBtr0335152	FBpp0307151	-	cad	35341	protein_coding
FBgn0000251	FBtr0081413	FBpp0089336	-	cad	35341	protein_coding
FBgn0000251	FBtr0081412	FBpp0080942	-	cad	35341	protein_coding
FBgn0263332	FBtr0343815	-	-	asRNA:CR43413	-	ncRNA
FBgn0263332	FBtr0308755	-	-	asRNA:CR43413	-	ncRNA
FBgn0029157	FBtr0301613	FBpp0290828	-	ssh	42986	protein_coding
FBgn0029157	FBtr0301612	FBpp0290827	-	ssh	42986	protein_coding
FBgn0029157	FBtr0084799	FBpp0084174	-	ssh	42986	protein_coding
FBgn0029157	FBtr0084800	FBpp0084175	-	ssh	42986	protein_coding
FBgn0030540	FBtr0073892	FBpp0073709	-	CG11581	32362	protein_coding
FBgn0030540	FBtr0343143	FBpp0309842	-	CG11581	32362	protein_coding
FBgn0015805	FBtr0073317	FBpp0073173	-	HDAC1	38565	protein_coding
FBgn0265724	FBtr0340667	-	-	lncRNA:CR44531	-	ncRNA
FBgn0053687	FBtr0345888	FBpp0311814	-	CG33687	3772322	protein_coding
FBgn0031855	FBtr0339237	FBpp0308344	-	meng	33948	protein_coding
FBgn0031855	FBtr0079303	FBpp0078933	-	meng	33948	protein_coding
FBgn0034317	FBtr0347601	FBpp0312614	-	CG14499	37086	protein_coding
FBgn0262816	FBtr0345656	FBpp0311715	-	CG43187	12798317	protein_coding
FBgn0262816	FBtr0306048	FBpp0297190	-	CG43187	12798317	protein_coding
FBgn0028868	FBtr0080672	FBpp0080234	-	CG4701	34858	protein_coding
FBgn0033724	FBtr0087915	FBpp0087026	-	CG8501	36347	protein_coding
FBgn0033724	FBtr0339629	FBpp0308692	-	CG8501	36347	protein_coding
FBgn0028467	FBtr0079297	FBpp0078927	-	CG11070	33932	protein_coding
FBgn0034935	FBtr0331981	FBpp0304306	-	Orcokinin	37806	protein_coding
FBgn0034935	FBtr0072209	FBpp0072118	-	Orcokinin	37806	protein_coding
FBgn0034935	FBtr0345932	FBpp0311846	-	Orcokinin	37806	protein_coding
FBgn0261705	FBtr0303203	FBpp0292301	-	CG42741	37654	protein_coding
FBgn0032651	FBtr0303252	FBpp0292344	-	Oli	35066	protein_coding
FBgn0032651	FBtr0303253	FBpp0292345	-	Oli	35066	protein_coding
FBgn0032651	FBtr0344781	FBpp0311110	-	Oli	35066	protein_coding
FBgn0032651	FBtr0080986	FBpp0080539	-	Oli	35066	protein_coding
FBgn0267807	FBtr0347376	-	-	lncRNA:CR46132	-	ncRNA
FBgn0015803	FBtr0336748	FBpp0307724	-	RtGEF	35306	protein_coding
FBgn0015803	FBtr0336747	FBpp0307723	-	RtGEF	35306	protein_coding
FBgn0015803	FBtr0336749	FBpp0307725	-	RtGEF	35306	protein_coding
FBgn0015803	FBtr0081357	FBpp0080889	-	RtGEF	35306	protein_coding
FBgn0015803	FBtr0112885	FBpp0111798	-	RtGEF	35306	protein_coding
FBgn0015803	FBtr0081356	FBpp0080888	-	RtGEF	35306	protein_coding
FBgn0015803	FBtr0302106	FBpp0291316	-	RtGEF	35306	protein_coding
FBgn0035088	FBtr0343504	FBpp0310109	-	CG3776	37996	protein_coding
FBgn0035088	FBtr0072395	FBpp0072302	-	CG3776	37996	protein_coding
FBgn0035088	FBtr0343505	FBpp0310110	-	CG3776	37996	protein_coding
FBgn0030918	FBtr0074560	FBpp0074332	-	CG15056	32824	protein_coding
FBgn0040837	FBtr0273402	FBpp0271910	-	CG8620	50310	protein_coding
FBgn0040837	FBtr0076918	FBpp0076627	-	CG8620	50310	protein_coding
FBgn0032023	FBtr0079604	FBpp0079224	-	CG14274	34145	protein_coding
FBgn0039596	FBtr0085315	FBpp0084684	-	CG10000	43394	protein_coding
FBgn0283478	FBtr0345287	FBpp0311454	-	und	34294	protein_coding
FBgn0283478	FBtr0335504	FBpp0307472	-	und	34294	protein_coding
FBgn0283478	FBtr0079866	FBpp0079462	-	und	34294	protein_coding
FBgn0035953	FBtr0076520	FBpp0076247	-	CG5087	39035	protein_coding
FBgn0035953	FBtr0333908	FBpp0306037	-	CG5087	39035	protein_coding
FBgn0085201	FBtr0308188	FBpp0300508	-	CG34172	5740746	protein_coding
FBgn0085201	FBtr0330663	FBpp0303513	-	CG34172	5740746	protein_coding
FBgn0085201	FBtr0331650	FBpp0304040	-	CG34172	5740746	protein_coding
FBgn0085201	FBtr0112363	FBpp0111278	-	CG34172	5740746	protein_coding
FBgn0053856	FBtr0091860	FBpp0091102	-	His2A:CG33856	3772556	protein_coding
FBgn0053856	FBtr0091860	FBpp0091102	-	His2A:CG33856	3772139	protein_coding
FBgn0053856	FBtr0091860	FBpp0091102	-	His2A:CG33856	3772346	protein_coding
FBgn0261615	FBtr0302954	FBpp0292080	-	CG42704	10178820	protein_coding
FBgn0259190	FBtr0299674	FBpp0288952	-	Ir7d	7354416	protein_coding
FBgn0261571	FBtr0473612	FBpp0423075	-	CG42685	34854	protein_coding
FBgn0050481	FBtr0100285	FBpp0099679	-	mRpL53	3772367	protein_coding
FBgn0263548	FBtr0309666	-	-	mir-4957	-	pre_miRNA
FBgn0053200	FBtr0307213	FBpp0298042	-	VepD	117331	protein_coding
FBgn0053200	FBtr0071826	FBpp0071737	-	VepD	117331	protein_coding
FBgn0053200	FBtr0339534	FBpp0308617	-	VepD	117331	protein_coding
FBgn0267299	FBtr0346554	-	-	lncRNA:CR45735	-	ncRNA
FBgn0033368	FBtr0308823	FBpp0300980	-	CG13743	35911	protein_coding
FBgn0033368	FBtr0339287	FBpp0308396	-	CG13743	35911	protein_coding
FBgn0033368	FBtr0088662	FBpp0087743	-	CG13743	35911	protein_coding
FBgn0260429	FBtr0340006	FBpp0309025	-	CG42524	8674084	protein_coding
FBgn0260429	FBtr0304712	FBpp0293255	-	CG42524	8674084	protein_coding
FBgn0260429	FBtr0300853	FBpp0290076	-	CG42524	8674084	protein_coding
FBgn0026373	FBtr0080544	FBpp0080121	-	RpII33	34796	protein_coding
FBgn0032375	FBtr0300385	FBpp0289614	-	CG14932	34589	protein_coding
FBgn0032375	FBtr0300384	FBpp0289613	-	CG14932	34589	protein_coding
FBgn0264434	FBtr0332511	-	-	lncRNA:CR43852	-	ncRNA
FBgn0027091	FBtr0087234	FBpp0086373	-	CysRS	36784	protein_coding
FBgn0030314	FBtr0073512	FBpp0073361	-	CG11696	32104	protein_coding
FBgn0267298	FBtr0346553	-	-	lncRNA:CR45734	-	ncRNA
FBgn0265606	FBtr0083928	FBpp0083336	-	Prosalpha4T1	42457	protein_coding
FBgn0005666	FBtr0334483	FBpp0306553	-	bt	43814	protein_coding
FBgn0005666	FBtr0089793	FBpp0088734	-	bt	43814	protein_coding
FBgn0005666	FBtr0344988	FBpp0311242	-	bt	43814	protein_coding
FBgn0005666	FBtr0301340	FBpp0290554	-	bt	43814	protein_coding
FBgn0005666	FBtr0334482	FBpp0306552	-	bt	43814	protein_coding
FBgn0031689	FBtr0079062	FBpp0078698	-	Cyp28d1	33749	protein_coding
FBgn0038348	FBtr0345258	FBpp0311435	-	AOX2	41895	protein_coding
FBgn0038854	FBtr0084035	FBpp0083437	-	CG7044	42497	protein_coding
FBgn0038832	FBtr0083967	FBpp0083374	-	CG15695	42468	protein_coding
FBgn0028379	FBtr0076683	FBpp0076406	-	fan	43926	protein_coding
FBgn0035896	FBtr0076659	FBpp0076383	-	CG6983	38964	protein_coding
FBgn0035896	FBtr0345602	FBpp0311671	-	CG6983	38964	protein_coding
FBgn0259198	FBtr0299682	FBpp0288960	-	CG42302	7354435	protein_coding
FBgn0033650	FBtr0088029	FBpp0087136	-	CG13193	36256	protein_coding
FBgn0052085	FBtr0076133	FBpp0075864	-	CG32085	39311	protein_coding
FBgn0031786	FBtr0079204	FBpp0078835	-	CG13989	33869	protein_coding
FBgn0085204	FBtr0112366	FBpp0111281	-	CG34175	5740264	protein_coding
FBgn0025616	FBtr0070145	FBpp0070140	-	CG13359	31028	protein_coding
FBgn0040235	FBtr0071324	FBpp0071259	-	c12.1	53435	protein_coding
FBgn0039875	FBtr0085842	FBpp0085201	-	sip3	43747	protein_coding
FBgn0039875	FBtr0330113	FBpp0303146	-	sip3	43747	protein_coding
FBgn0039441	FBtr0085031	FBpp0084403	-	TwdlN	43207	protein_coding
FBgn0267947	FBtr0347522	-	-	lncRNA:CR46227	-	ncRNA
